x,y
36.19708407441202,58.56274542427696
33.68795067421373,12.981444133616051
43.740456869359065,61.56978978682762
-27.95908827189671,45.095908401577276
49.207121833350506,104.06978208054596
112.63618292217558,62.881301650578585
17.671366802142018,97.78125633817788
45.89945857136634,35.283927387888234
-31.892345598518357,99.21018160651117
-49.259731172945344,69.24884029454702
-7.064115332940936,1.907874326046291
114.499575768147,2.201147762130976
89.99985080636043,42.81876233078524
90.59561350083976,46.48404107118528
136.24094583014812,26.42013748337118
49.9820706623556,66.4954371261808
-5.219378607867311,24.441737938543945
28.594657214769992,42.59435340260906
54.56388914970033,80.85649219437575
44.57343494320706,38.57979839288975
-19.650437423406224,-4.687989688668818
-9.988993841107275,83.93962844430929
82.87792873516386,64.31392726037939
62.50822149639488,33.11113370429989
98.04817011419124,-35.77321102350541
70.88394169600606,24.65089926771285
49.183191020841306,9.831804133638776
14.88515103262824,33.62276003127123
33.124701266353924,22.706725511885892
-7.671909370323544,84.25900407367203
6.463048293086553,5.9121420321256295
66.76220509629393,57.5408527882529
53.37482105882587,136.19859148182223
60.3535713584459,36.13098304975037
-9.310167860709413,70.82288736346165
77.31193869351506,118.20308976784264
-25.31034349757689,151.60416896058777
-0.5282459691600714,41.352275580206836
128.81330364188872,68.76247922760464
44.69677708073838,48.96196845942239
25.478091179299795,-45.675833867815484
35.0057257937633,42.71472421355115
136.20153214018677,14.80402993072556
41.24957143906784,38.121242389802056
-6.5570282542459,28.63084989430194
73.96155894694748,101.15707108894694
35.57585066317174,-3.4517395608830768
50.5002876486778,64.01774083846053
133.92745845930955,67.8876763228363
80.88208037411373,6.678561145358316
