x1,x2,y
5.069375622574594,0.5507006827699836,0
1.0411003523296334,-1.088231830454201,0
3.212590251370557,1.2406573967946577,0
2.422928724572541,2.6918831112045996,0
0.1955731156063627,2.9853642081313914,0
0.8411915861517606,3.5978066335574215,0
2.935797933662364,2.599442701294263,0
0.7957227341693818,4.742164893751696,0
2.1054389976381813,2.815315368458668,0
3.9287382484574334,1.324258576273933,0
0.36688140615328657,1.1454331703551501,0
4.909035193503941,-1.0439198511034724,0
1.3018841545111843,1.768596347941338,0
1.4135674850160818,2.4041270981916316,0
3.2019718726560313,0.4122282020895658,0
0.36736220087655846,2.9390451369696167,0
5.3870656540593576,3.1027908414462173,0
1.6548958891415384,4.029446453453385,0
3.465338409414631,3.900582282455042,0
2.4062227331762105,0.6566764670924832,0
2.149568631053419,3.821929784549493,0
1.7637313643014898,4.581560996083882,0
-0.39157850308397846,1.9604165475816897,0
-0.7423613795374648,2.7452946458988388,0
2.369066474268102,3.185701641997378,0
0.685608726304414,0.08016416061766352,0
3.712459694704906,5.431852601436892,0
1.89192046810914,4.976432804617515,0
0.8251809624068736,0.14780995134608954,0
4.722448541114893,4.167953353584706,0
4.649366417365091,2.2875079844000075,0
-0.2064999154490459,0.7529125144435911,0
1.647294180098587,3.351680321394111,0
0.0056596982106589255,2.1477816083781915,0
3.6648125562061784,1.7248703674463324,0
1.174297783892153,4.073092937023471,0
-0.41124623221886103,1.1084542172690945,0
-0.10595042490166406,4.059832652695517,0
-1.6464112932289805,0.45671433015478846,0
2.1971500637690244,0.9433199000171566,0
2.9534335565558925,1.9603904202811575,0
0.09346437381614625,4.299489583729194,0
3.161209915258344,0.46487300711786617,0
1.8351447510294676,1.2595133341021358,0
4.563623943358879,4.977249850041969,0
0.6981664975246205,1.3960011639275791,0
6.988037077339525,-1.9235724828875722,0
2.4465699887268637,0.02860290312441016,0
0.10755581960804972,-1.1486635636157208,0
1.769192682678941,1.0618435299505593,0
-1.1542044970469305,-0.8173313552115378,0
0.14362293378342061,-0.06969379589461155,0
-1.9365061036710174,2.986109033905405,0
1.491335645292255,3.1815954903180854,0
1.993428169569583,1.7279430183560829,0
-0.1963744367361604,2.744762912521135,0
-0.7848153885434994,4.3343702005940985,0
0.09662416337677038,3.1507221174268905,0
1.8076533753212232,7.634289917653956,0
8.383620013411287,0.6661038133424673,0
2.5137205003662104,0.8814150334182533,0
4.3119345441413,4.318234261385443,0
1.0327687388457676,3.4558674939898695,0
4.691632419135549,2.8607586707610633,0
-1.1794493759071596,0.4110890402526781,0
4.70942147537951,-0.1342784347256334,0
0.9062525178703071,-0.48244772368619904,0
4.207122337202974,3.4007346204844726,0
-0.9142416718113324,3.879364580606433,0
4.758563317633012,-0.5561202883399678,0
2.716002953779194,3.3089167765481933,0
0.761379598488066,5.192020542083521,0
4.710780373109909,3.6811566138368343,0
0.8353154818342241,1.7929269871877056,0
2.547021751959546,5.470906054037059,0
5.820918376511745,1.864343003849361,0
3.1316461383743452,2.50997165187561,0
2.9094615580617926,5.908307698401096,0
1.9179534441954411,-0.2299349988764614,0
0.7935056877222256,5.302863045384301,0
1.8517370008678655,4.430738538395571,0
2.5472592199837853,1.1273966606558334,0
0.5199045894088492,3.9428577416467996,0
2.4997751495057536,4.050065848794414,0
2.7084061458174813,2.052355108514603,0
-0.5274374685293743,5.835895023433581,0
0.08292184364458755,2.63716131766311,0
1.3181998528094871,-0.1854175330683181,0
2.9742780899052628,5.233671022134383,0
2.376818018792899,0.07397132840514109,0
1.5366802200368188,3.309093239164464,0
2.9698298600098227,2.5863649479227875,0
-1.933599091788291,-1.1870435383763853,0
2.1434550809621116,6.012447098739097,0
1.8777938348140644,1.9736983059849882,0
0.15165880242389163,0.5580417184426942,0
0.12000871802837687,3.135423751996625,0
3.8268952120635626,2.6736405052579144,0
1.600655908097671,5.623867119019661,0
3.2185548572246927,4.255601125561453,0
7.866316219842531,8.295036879992173,1
5.314942651476967,7.510856494841709,1
2.6270059686983447,1.0492245151090307,1
5.951301913105966,6.638084356967017,1
7.855682399366893,0.6176859185329349,1
8.453861328314952,5.913650708837778,1
11.052689410904467,3.115502174370686,1
8.80066290453264,3.9111258057801708,1
7.541493916179645,6.207621528433505,1
8.73893003566126,5.625599538959153,1
4.342985807984011,4.039978977305703,1
8.551483138106013,6.731093704771536,1
7.732157866843835,4.281315535346078,1
5.166919990536488,2.901136260604443,1
6.425561977135692,4.938515620704506,1
5.0454097383283365,8.301833616543446,1
7.597165552155146,3.8099839464412852,1
6.106030406053545,8.510449061220703,1
0.7168245396629187,8.389323158884732,1
5.8065408164873356,8.489859686122081,1
6.98179317675456,6.005716549444531,1
7.882912471180154,2.851045933542795,1
7.061680193081825,5.661299097120592,1
5.854183385667753,3.8850379755961337,1
3.1210803670570613,0.0417692041045985,1
7.965390106172594,5.52784812112491,1
7.040740575518739,3.7945058700494827,1
5.80612050946468,7.953482362980113,1
7.933769708368958,4.808716003941302,1
7.458637761552579,5.516928740530493,1
8.859256064203638,7.159663659488493,1
4.937813413151846,4.942717100331233,1
4.737479815352536,3.4809030175120923,1
6.273727815612666,3.3058805260557143,1
5.475508080945994,8.903883353519724,1
6.3156916746206555,2.722735167201562,1
6.767020552457914,8.107868685813855,1
4.1861075225887845,4.7806250917165825,1
1.478009775533983,5.381495803262672,1
5.557857498543183,6.0426365806582005,1
2.78143128032895,6.23543457463423,1
2.135207588783101,8.746394109522189,1
3.3272080236905186,6.701366190436007,1
6.875350844480546,6.826781541885984,1
5.271541962672932,5.166133923123737,1
6.096359951668726,4.6645559890648585,1
2.8634028576832513,4.9097382540431305,1
6.823215052343933,2.588114794364766,1
5.62835287853182,10.157288365230064,1
8.107531445809824,2.0353584397367426,1
11.189426038019313,4.210257136207884,1
4.29946347593577,5.319695574814409,1
9.122398598220148,4.01744203473652,1
3.2757069634644327,5.388403782485022,1
9.041181142634027,5.1305636566595165,1
9.720023527516801,5.925044282083969,1
7.704450885220078,7.332969950443086,1
7.671622274032385,5.886027216493848,1
9.279103161061947,3.3753604380962594,1
5.848857220126023,5.091468470236985,1
4.722584850448311,5.8596846861892695,1
1.1459231932203178,3.665197434148193,1
4.054590676740821,2.0767856158343996,1
9.398265335969832,8.889014275539383,1
7.730063573445537,5.397133407638048,1
6.82955124961638,3.3842535899464097,1
1.943412684577631,6.43875037912577,1
3.404946488768211,4.163131595993649,1
